SampleID, process                                                     , xsection(nb), kfactor , filtereff , generator                               , simulation
# signal non-res NLO+FT kappa_lambda=1
363167  , MGPy8EG_N30NLO_Zee_Ht1000_2000_BFilter                      , 0.00015379, 1.12639 , 0.18318   , MadGraph5_aMC@NLO(v2.3.2.p1)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363168  , MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CVetoBVeto                  , 0.0000056842, 1.12639 , 0.5365    , MadGraph5_aMC@NLO(v2.3.2.p1)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363169  , MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_CFilterBVeto                , 0.0000057315, 1.12639 , 0.303     , MadGraph5_aMC@NLO(v2.3.2.p1)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363170  , MGPy8EG_N30NLO_Zee_Ht2000_E_CMS_BFilter                     , 0.0000057604, 1.12639 , 0.19217   , MadGraph5_aMC@NLO(v2.3.2.p1)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16

# Z+jets -> mu mu (Madgraph+Pythia8)
363123  , MGPy8EG_N30NLO_Zmumu_Ht0_70_CVetoBVeto                      , 1.7149    , 1.13129 , 0.83167   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363124  , MGPy8EG_N30NLO_Zmumu_Ht0_70_CFilterBVeto                    , 1.7152    , 1.13129 , 0.10879   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363125  , MGPy8EG_N30NLO_Zmumu_Ht0_70_BFilter                         , 1.7156    , 1.13129 , 0.059371  , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363126  , MGPy8EG_N30NLO_Zmumu_Ht70_140_CVetoBVeto                    , 0.084576  , 1.13129 , 0.71882   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363127  , MGPy8EG_N30NLO_Zmumu_Ht70_140_CFilterBVeto                  , 0.084572  , 1.13129 , 0.17409   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363128  , MGPy8EG_N30NLO_Zmumu_Ht70_140_BFilter                       , 0.084748  , 1.13129 , 0.10841   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363129  , MGPy8EG_N30NLO_Zmumu_Ht140_280_CVetoBVeto                   , 0.035886  , 1.13129 , 0.67447   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363130  , MGPy8EG_N30NLO_Zmumu_Ht140_280_CFilterBVeto                 , 0.035888  , 1.13129 , 0.20036   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363131  , MGPy8EG_N30NLO_Zmumu_Ht140_280_BFilter                      , 0.03588   , 1.13129 , 0.12631   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363132  , MGPy8EG_N30NLO_Zmumu_Ht280_500_CVetoBVeto                   , 0.0081928 , 1.13129 , 0.62869   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363133  , MGPy8EG_N30NLO_Zmumu_Ht280_500_CFilterBVeto                 , 0.0081804 , 1.13129 , 0.22876   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363134  , MGPy8EG_N30NLO_Zmumu_Ht280_500_BFilter                      , 0.0081747 , 1.13129 , 0.14307   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363135  , MGPy8EG_N30NLO_Zmumu_Ht500_700_CVetoBVeto                   , 0.0012715 , 1.13129 , 0.5967    , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363136  , MGPy8EG_N30NLO_Zmumu_Ht500_700_CFilterBVeto                 , 0.0012674 , 1.13129 , 0.24962   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363137  , MGPy8EG_N30NLO_Zmumu_Ht500_700_BFilter                      , 0.001269  , 1.13129 , 0.15385   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363138  , MGPy8EG_N30NLO_Zmumu_Ht700_1000_CVetoBVeto                  , 0.0004428 , 1.13129 , 0.57754   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363139  , MGPy8EG_N30NLO_Zmumu_Ht700_1000_CFilterBVeto                , 0.00044356, 1.13129 , 0.26195   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363140  , MGPy8EG_N30NLO_Zmumu_Ht700_1000_BFilter                     , 0.00044384, 1.13129 , 0.16178   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363141  , MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CVetoBVeto                 , 0.00014715, 1.13129 , 0.55345   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363142  , MGPy8EG_N30NLO_Zmumu_Ht1000_2000_CFilterBVeto               , 0.00014733, 1.13129 , 0.27725   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363143  , MGPy8EG_N30NLO_Zmumu_Ht1000_2000_BFilter                    , 0.00014753, 1.13129 , 0.17031   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363144  , MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CVetoBVeto                , 0.0000055036, 1.13129 , 0.53671   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363145  , MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_CFilterBVeto              , 0.0000055327, 1.13129 , 0.29186   , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
363146  , MGPy8EG_N30NLO_Zmumu_Ht2000_E_CMS_BFilter                   , 0.000005549, 1.13129 , 0.1746    , MadGraph5_aMC@NLO(v2.2.3.p4)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16

# W+jets
364156  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CVetoBVeto        , 19.151    , 0.9702  , 0.82465   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364157  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CFilterBVeto      , 19.145    , 0.9702  , 0.13022   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364158  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_BFilter           , 19.143    , 0.9702  , 0.045196  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364159  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CVetoBVeto      , 0.94599   , 0.9702  , 0.67432   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364160  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CFilterBVeto    , 0.94612   , 0.9702  , 0.24357   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364161  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_BFilter         , 0.94491   , 0.9702  , 0.084628  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364162  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CVetoBVeto     , 0.33971   , 0.9702  , 0.59995   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364163  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CFilterBVeto   , 0.3398    , 0.9702  , 0.29256   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364164  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_BFilter        , 0.33967   , 0.9702  , 0.10897   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364165  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CVetoBVeto     , 0.07208   , 0.9702  , 0.5478    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364166  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CFilterBVeto   , 0.072109  , 0.9702  , 0.32014   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364167  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_BFilter        , 0.072063  , 0.9702  , 0.13137   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364168  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV500_1000               , 0.01501   , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364169  , Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV1000_E_CMS             , 0.0012347 , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364170  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CVetoBVeto         , 19.156    , 0.9702  , 0.82463   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364171  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CFilterBVeto       , 19.145    , 0.9702  , 0.13095   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364172  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_BFilter            , 19.143    , 0.9702  , 0.044183  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364173  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CVetoBVeto       , 0.94569   , 0.9702  , 0.67481   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364174  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CFilterBVeto     , 0.94608   , 0.9702  , 0.24145   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364175  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_BFilter          , 0.94563   , 0.9702  , 0.083353  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364176  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CVetoBVeto      , 0.33979   , 0.9702  , 0.59867   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364177  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CFilterBVeto    , 0.3398    , 0.9702  , 0.28805   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364178  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_BFilter         , 0.33969   , 0.9702  , 0.11089   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364179  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CVetoBVeto      , 0.072073  , 0.9702  , 0.5469    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364180  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CFilterBVeto    , 0.072104  , 0.9702  , 0.31994   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364181  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_BFilter         , 0.072077  , 0.9702  , 0.13865   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364182  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV500_1000                , 0.01505   , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364183  , Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV1000_E_CMS              , 0.0012344 , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364184  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CVetoBVeto       , 19.155    , 0.9702  , 0.8246    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364185  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CFilterBVeto     , 19.154    , 0.9702  , 0.12973   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364186  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_BFilter          , 19.147    , 0.9702  , 0.0451    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364187  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CVetoBVeto     , 0.94558   , 0.9702  , 0.6756    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364188  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CFilterBVeto   , 0.94672   , 0.9702  , 0.24221   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364189  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_BFilter        , 0.94587   , 0.9702  , 0.083903  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364190  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CVetoBVeto    , 0.33969   , 0.9702  , 0.59884   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364191  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CFilterBVeto  , 0.33984   , 0.9702  , 0.28478   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364192  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_BFilter       , 0.3396    , 0.9702  , 0.10681   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364193  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CVetoBVeto    , 0.072078  , 0.9702  , 0.56172   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364194  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CFilterBVeto  , 0.07199   , 0.9702  , 0.31863   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364195  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_BFilter       , 0.071944  , 0.9702  , 0.13597   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364196  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV500_1000              , 0.015053  , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364197  , Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV1000_E_CMS            , 0.0012343 , 0.9702  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16

# W+jets EW
308096  , Sherpa_221_NNPDF30NNLO_Wenu2jets_Min_N_TChannel             , 0.0068063 , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
308097  , Sherpa_221_NNPDF30NNLO_Wmunu2jets_Min_N_TChannel            , 0.0067968 , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
308098  , Sherpa_221_NNPDF30NNLO_Wtaunu2jets_Min_N_TChannel           , 0.0067976 , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16

# Z -> e e Sherpa 2.2.11
700320  , Sh_2211_Zee_maxHTpTV2_BFilter                               , 2.2212E+00, 1.0     , 2.5027E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700321  , Sh_2211_Zee_maxHTpTV2_CFilterBVeto                          , 2.2212E+00, 1.0     , 1.2894E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700322  , Sh_2211_Zee_maxHTpTV2_CVetoBVeto                            , 2.2212E+00, 1.0     , 8.4607E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> mu mu Sherpa 2.2.11
700323  , Sh_2211_Zmumu_maxHTpTV2_BFilter                             , 2.2213E+00, 1.0     , 2.4358E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700324  , Sh_2211_Zmumu_maxHTpTV2_CFilterBVeto                        , 2.2213E+00, 1.0     , 1.2926E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700325  , Sh_2211_Zmumu_maxHTpTV2_CVetoBVeto                          , 2.2213E+00, 1.0     , 8.4635E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> tau tau LL Sherpa 2.2.11
700326  , Sh_2211_Ztautau_LL_maxHTpTV2_BFilter                        , 2.7533E-01, 1.0     , 2.4278E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700327  , Sh_2211_Ztautau_LL_maxHTpTV2_CFilterBVeto                   , 2.7533E-01, 1.0     , 1.2541E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700328  , Sh_2211_Ztautau_LL_maxHTpTV2_CVetoBVeto                     , 2.7533E-01, 1.0     , 8.5036E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> tau tau LH Sherpa 2.2.11
700329  , Sh_2211_Ztautau_LH_maxHTpTV2_BFilter                        , 1.0132E+00, 1.0     , 2.4536E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700330  , Sh_2211_Ztautau_LH_maxHTpTV2_CFilterBVeto                   , 1.0132E+00, 1.0     , 1.2504E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700331  , Sh_2211_Ztautau_LH_maxHTpTV2_CVetoBVeto                     , 1.0132E+00, 1.0     , 8.5022E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> tau tau HH Sherpa 2.2.11
700332  , Sh_2211_Ztautau_HH_maxHTpTV2_BFilter                        , 9.3253E-01, 1.0     , 2.4858E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700333  , Sh_2211_Ztautau_HH_maxHTpTV2_CFilterBVeto                   , 9.3253E-01, 1.0     , 1.2552E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700334  , Sh_2211_Ztautau_HH_maxHTpTV2_CVetoBVeto                     , 9.3253E-01, 1.0     , 8.5004E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> nu nu Sherpa 2.2.11
700335  , Sh_2211_Znunu_pTV2_BFilter                                  , 4.4713E-01, 1.0     , 8.4176E-02, Sherpa                                  , OFLCOND-MC16-SDR-16
700336  , Sh_2211_Znunu_pTV2_CFilterBVeto                             , 4.4713E-01, 1.0     , 2.0308E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700337  , Sh_2211_Znunu_pTV2_CVetoBVeto                               , 4.4713E-01, 1.0     , 7.1263E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# W -> e nu Sherpa 2.2.11
700338  , Sh_2211_Wenu_maxHTpTV2_BFilter                              , 2.1742E+01, 1.0     , 9.4047E-03, Sherpa                                  , OFLCOND-MC16-SDR-16
700339  , Sh_2211_Wenu_maxHTpTV2_CFilterBVeto                         , 2.1742E+01, 1.0     , 1.4694E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700340  , Sh_2211_Wenu_maxHTpTV2_CVetoBVeto                           , 2.1742E+01, 1.0     , 8.4366E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# W -> mu nu Sherpa 2.2.11
700341  , Sh_2211_Wmunu_maxHTpTV2_BFilter                             , 2.1806E+01, 1.0     , 9.2095E-03, Sherpa                                  , OFLCOND-MC16-SDR-16
700342  , Sh_2211_Wmunu_maxHTpTV2_CFilterBVeto                        , 2.1806E+01, 1.0     , 1.4710E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700343  , Sh_2211_Wmunu_maxHTpTV2_CVetoBVeto                          , 2.1806E+01, 1.0     , 8.4359E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# W -> tau nu Sherpa 2.2.11
700344  , Sh_2211_Wtaunu_L_maxHTpTV2_BFilter                          , 7.6800E+00, 1.0     , 9.0177E-03, Sherpa                                  , OFLCOND-MC16-SDR-16
700345  , Sh_2211_Wtaunu_L_maxHTpTV2_CFilterBVeto                     , 7.6800E+00, 1.0     , 1.4355E-01, Sherpa                                  , OFLCOND-MC16-SDR-16
700346  , Sh_2211_Wtaunu_L_maxHTpTV2_CVetoBVeto                       , 7.6800E+00, 1.0     , 8.4741E-01, Sherpa                                  , OFLCOND-MC16-SDR-16

# ttbar
410470*_a*, PhPy8EG_A14_ttbar_hdamp258p75_nonallhad                     , 0.72977   , 1.13975636159, 0.54385   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410470*_s*, PhPy8EG_A14_ttbar_hdamp258p75_nonallhad                     , 0.72977   , 1.13975636159, 0.54385   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410471*_a*, PhPy8EG_A14_ttbar_hdamp258p75_allhad                        , 0.72977   , 1.13974074379, 0.45623   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410471*_s*, PhPy8EG_A14_ttbar_hdamp258p75_allhad                        , 0.72977   , 1.13974074379, 0.45623   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410472*_a*, PhPy8EG_A14_ttbar_hdamp258p75_dil                           , 0.72977   , 1.13975636159, 0.10547   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410472*_s*, PhPy8EG_A14_ttbar_hdamp258p75_dil                           , 0.72977   , 1.13975636159, 0.10547   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410557  , PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_704_SingleLep       , 0.73014   , 1.1392  , 0.43853   , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410558  , PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_704_dil             , 0.73015   , 1.1392  , 0.10547   , Powheg+Herwig7(v7.0.4)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410559  , PowhegHerwig7EvtGen_H7UE_tt_hdamp258p75_allhad              , 0.73015   , 1.1392  , 0.45624   , Powheg+Herwig7+EvtGen                   , OFLCOND-MC16-SDR-16
410464  , aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_SingleLep  , 0.71143   , 1.1691  , 0.44037   , MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.230)+EvtGen(v1.6.0), OFLCOND-MC16-SDR-16
410465  , aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_dil        , 0.71202   , 1.1681  , 0.10717   , MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.230)+EvtGen(v1.6.0), OFLCOND-MC16-SDR-16
410466  , aMcAtNloPy8EvtGen_MEN30NLO_A14N23LO_ttbar_noShWe_AllHadronic, 0.71138   , 1.1692  , 0.45261   , NULL                                    , OFLCOND-MC16-SDR-16
410480  , PhPy8EG_A14_ttbar_hdamp517p5_SingleLep                      , 0.72974   , 1.0     , 0.43852   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410481  , PhPy8EG_A14_ttbar_hdamp517p5_allhad                         , 0.72974   , 1.0     , 0.45622   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16
410482  , PhPy8EG_A14_ttbar_hdamp517p5_dil                            , 0.72974   , 1.0     , 0.10546   , Powheg+Pythia8(v8.230)+EvtGen(v1.6.0)   , OFLCOND-MC16-SDR-16

# ttbar + X
410155  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttW                 , 0.00054822, 1.096   , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
410156  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZnunu             , 0.00015504, 1.11    , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
410157  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZqq               , 0.00052821, 1.11    , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
410218  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttee                , 0.000036864, 1.12    , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
410219  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttmumu              , 0.000036868, 1.12    , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
410220  , aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_tttautau            , 0.000036555, 1.12    , 1         , MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16

# single top
410644  , PowhegPythia8EvtGen_A14_singletop_schan_lept_top            , 0.0020267 , 1.0170  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410645  , PowhegPythia8EvtGen_A14_singletop_schan_lept_antitop        , 0.0012675 , 1.0167  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410658  , PhPy8EG_A14_tchan_BW50_lept_top                             , 0.036995  , 1.1935  , 1         , Powheg+Pythia8.230+EvtGen               , OFLCOND-MC16-SDR-16
410659  , PhPy8EG_A14_tchan_BW50_lept_antitop                         , 0.022173  , 1.1849  , 1         , Powheg+Pythia8.230+EvtGen               , OFLCOND-MC16-SDR-16
410646*_a*, PowhegPythia8EvtGen_A14_Wt_DR_inclusive_top                 , 0.037935  , 0.9450  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410646*_s*, PowhegPythia8EvtGen_A14_Wt_DR_inclusive_top                 , 0.037935  , 0.9450  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
410647*_a*, PowhegPythia8EvtGen_A14_Wt_DR_inclusive_antitop             , 0.037905  , 0.9457  , 1         , Powheg+EvtGen(v1.6.0)                   , OFLCOND-MC16-SDR-16
